,Waktu,Temp1,Temp2,Humid 1,Humid 2,Baterai,Temp outdoor,Humidity outdoor
307,2025-11-25 03:38:27+07:00,27.4,27.5,77.8,78.0,43.0,,
308,2025-11-25 03:40:34+07:00,27.4,27.5,77.8,77.9,43.0,,
309,2025-11-25 03:42:43+07:00,27.4,27.5,77.8,78.0,43.0,,
310,2025-11-25 03:44:50+07:00,27.4,27.5,77.8,77.9,43.0,,
311,2025-11-25 03:46:57+07:00,27.4,27.5,77.8,78.0,43.0,,
312,2025-11-25 03:49:03+07:00,27.4,27.5,77.8,78.0,43.0,,
313,2025-11-25 03:51:10+07:00,27.4,27.5,77.9,78.10001,43.0,,
314,2025-11-25 03:53:17+07:00,27.4,27.5,77.9,78.10001,43.0,,
315,2025-11-25 03:55:23+07:00,27.4,27.5,77.9,78.10001,43.0,,
316,2025-11-25 03:57:30+07:00,27.4,27.5,77.9,78.10001,43.0,,
317,2025-11-25 03:59:37+07:00,27.4,27.5,77.9,78.10001,43.0,,
318,2025-11-25 04:01:43+07:00,27.4,27.5,78.0,78.10001,43.0,,
319,2025-11-25 04:03:50+07:00,27.4,27.5,78.0,78.2,43.0,,
320,2025-11-25 04:05:56+07:00,27.4,27.5,78.0,78.2,43.0,,
321,2025-11-25 04:08:03+07:00,27.4,27.4,78.1,78.3,43.0,,
322,2025-11-25 04:10:10+07:00,27.4,27.5,78.0,78.2,43.0,,
323,2025-11-25 04:12:16+07:00,27.4,27.5,78.1,78.3,43.0,,
324,2025-11-25 04:14:23+07:00,27.4,27.4,78.1,78.3,43.0,,
325,2025-11-25 04:16:29+07:00,27.4,27.4,78.1,78.3,43.0,,
326,2025-11-25 04:18:38+07:00,27.4,27.4,78.1,78.3,43.0,,
327,2025-11-25 04:20:45+07:00,27.4,27.4,78.1,78.3,43.0,,
328,2025-11-25 04:22:52+07:00,27.4,27.4,78.2,78.4,43.0,,
329,2025-11-25 04:25:01+07:00,27.4,27.4,78.1,78.3,43.0,,
330,2025-11-25 04:27:08+07:00,27.4,27.4,78.2,78.3,43.0,,
331,2025-11-25 04:29:15+07:00,27.4,27.4,78.2,78.3,43.0,,
332,2025-11-25 04:31:21+07:00,27.4,27.4,78.2,78.3,43.0,,
333,2025-11-25 04:33:30+07:00,27.4,27.4,78.2,78.4,43.0,,
334,2025-11-25 04:35:37+07:00,27.4,27.4,78.2,78.3,43.0,,
335,2025-11-25 04:37:45+07:00,27.4,27.4,78.2,78.4,43.0,,
336,2025-11-25 04:39:52+07:00,27.4,27.4,78.3,78.5,43.0,,
337,2025-11-25 04:41:58+07:00,27.3,27.4,78.3,78.5,43.0,,
338,2025-11-25 04:44:05+07:00,27.3,27.4,78.3,78.5,43.0,,
339,2025-11-25 04:46:11+07:00,27.3,27.4,78.4,78.5,43.0,,
340,2025-11-25 04:48:18+07:00,27.3,27.4,78.4,78.60001,43.0,,
341,2025-11-25 04:50:25+07:00,27.3,27.4,78.4,78.5,43.0,,
342,2025-11-25 04:52:32+07:00,27.3,27.4,78.4,78.60001,42.0,,
343,2025-11-25 04:54:38+07:00,27.3,27.4,78.4,78.60001,43.0,,
344,2025-11-25 04:56:47+07:00,27.3,27.4,78.4,78.5,43.0,,
345,2025-11-25 04:58:54+07:00,27.3,27.4,78.5,78.60001,42.0,,
346,2025-11-25 05:01:01+07:00,27.3,27.4,78.4,78.5,43.0,,
347,2025-11-25 05:03:10+07:00,27.3,27.4,78.4,78.60001,43.0,,
348,2025-11-25 05:05:17+07:00,27.3,27.4,78.4,78.5,43.0,,
349,2025-11-25 05:07:24+07:00,27.3,27.3,78.5,78.7,42.0,,
350,2025-11-25 05:09:30+07:00,27.3,27.4,78.5,78.60001,42.0,,
351,2025-11-25 05:11:37+07:00,27.3,27.4,78.5,78.60001,42.0,,
352,2025-11-25 05:13:44+07:00,27.3,27.3,78.5,78.60001,42.0,,
353,2025-11-25 05:15:50+07:00,27.3,27.4,78.4,78.60001,42.0,,
354,2025-11-25 05:17:57+07:00,27.3,27.3,78.5,78.60001,43.0,,
355,2025-11-25 05:20:04+07:00,27.3,27.3,78.5,78.7,42.0,,
356,2025-11-25 05:22:10+07:00,27.3,27.3,78.6,78.7,42.0,,
357,2025-11-25 05:24:20+07:00,27.3,27.3,78.5,78.60001,42.0,,
358,2025-11-25 05:26:27+07:00,27.3,27.3,78.4,78.60001,42.0,,
359,2025-11-25 05:28:33+07:00,27.3,27.3,78.5,78.60001,42.0,,
360,2025-11-25 05:30:40+07:00,27.3,27.3,78.6,78.7,42.0,,
361,2025-11-25 05:32:47+07:00,27.2,27.3,78.5,78.60001,42.0,,
362,2025-11-25 05:34:54+07:00,27.3,27.3,78.4,78.5,42.0,,
363,2025-11-25 05:37:00+07:00,27.3,27.3,78.5,78.60001,42.0,,
364,2025-11-25 05:39:07+07:00,27.2,27.3,78.5,78.7,42.0,,
365,2025-11-25 05:41:13+07:00,27.3,27.3,78.6,78.7,42.0,,
366,2025-11-25 05:43:20+07:00,27.2,27.3,78.6,78.7,42.0,,
367,2025-11-25 05:45:27+07:00,27.2,27.3,78.5,78.7,42.0,,
368,2025-11-25 05:47:33+07:00,27.2,27.3,78.6,78.8,42.0,,
369,2025-11-25 05:49:40+07:00,27.2,27.3,78.6,78.7,42.0,,
370,2025-11-25 05:51:46+07:00,27.2,27.3,78.6,78.7,42.0,,
371,2025-11-25 05:53:53+07:00,27.2,27.3,78.5,78.7,42.0,,
372,2025-11-25 05:56:00+07:00,27.2,27.3,78.6,78.7,42.0,,
373,2025-11-25 05:58:06+07:00,27.2,27.3,78.6,78.7,42.0,,
374,2025-11-25 06:00:13+07:00,27.3,27.3,78.6,78.7,42.0,,
375,2025-11-25 06:02:20+07:00,27.2,27.3,78.6,78.60001,42.0,,
376,2025-11-25 06:04:27+07:00,27.2,27.3,78.6,78.7,43.0,,
377,2025-11-25 06:06:33+07:00,27.2,27.3,78.6,78.8,42.0,,
378,2025-11-25 06:08:40+07:00,27.2,27.3,78.6,78.60001,42.0,,
379,2025-11-25 06:10:46+07:00,27.2,27.3,78.6,78.7,42.0,,
380,2025-11-25 06:12:53+07:00,27.2,27.3,78.6,78.7,42.0,,
381,2025-11-25 06:15:00+07:00,27.2,27.3,78.7,78.7,42.0,,
382,2025-11-25 06:17:07+07:00,27.2,27.3,78.6,78.8,42.0,,
383,2025-11-25 06:19:13+07:00,27.2,27.3,78.6,78.7,42.0,,
384,2025-11-25 06:21:20+07:00,27.2,27.3,78.7,78.8,42.0,,
385,2025-11-25 06:23:27+07:00,27.2,27.3,78.7,78.8,42.0,,
386,2025-11-25 06:25:33+07:00,27.2,27.3,78.7,78.8,42.0,,
387,2025-11-25 06:27:40+07:00,27.2,27.3,78.7,78.8,42.0,,
388,2025-11-25 06:29:46+07:00,27.2,27.3,78.7,78.8,42.0,,
389,2025-11-25 06:31:53+07:00,27.2,27.3,78.7,78.7,42.0,,
390,2025-11-25 06:34:00+07:00,27.3,27.3,78.7,78.7,42.0,,
391,2025-11-25 06:36:07+07:00,27.3,27.3,78.7,78.7,42.0,,
392,2025-11-25 06:38:14+07:00,27.3,27.3,78.6,78.7,42.0,,
393,2025-11-25 06:40:20+07:00,27.3,27.4,78.6,78.7,42.0,,
394,2025-11-25 06:42:27+07:00,27.3,27.4,78.7,78.7,42.0,,
395,2025-11-25 06:44:33+07:00,27.3,27.4,78.6,78.7,42.0,,
396,2025-11-25 06:46:43+07:00,27.3,27.4,78.6,78.60001,42.0,,
397,2025-11-25 06:48:50+07:00,27.3,27.4,78.6,78.7,42.0,,
398,2025-11-25 06:50:57+07:00,27.3,27.4,78.7,78.60001,42.0,,
399,2025-11-25 06:53:04+07:00,27.3,27.4,78.6,78.60001,42.0,,
400,2025-11-25 06:55:13+07:00,27.3,27.4,78.6,78.7,42.0,,
401,2025-11-25 06:57:19+07:00,27.3,27.4,78.6,78.60001,42.0,,
402,2025-11-25 06:59:26+07:00,27.3,27.4,78.6,78.60001,42.0,,
403,2025-11-25 07:01:33+07:00,27.3,27.4,78.6,78.60001,42.0,,
404,2025-11-25 07:03:39+07:00,27.4,27.5,78.6,78.60001,42.0,,
405,2025-11-25 07:05:46+07:00,27.4,27.5,78.6,78.5,42.0,,
406,2025-11-25 07:07:55+07:00,27.4,27.5,78.5,78.5,42.0,,
407,2025-11-25 07:10:02+07:00,27.4,27.5,78.5,78.5,42.0,,
408,2025-11-25 07:12:08+07:00,27.4,27.5,78.5,78.4,42.0,,
409,2025-11-25 07:14:15+07:00,27.4,27.5,78.5,78.4,42.0,,
410,2025-11-25 07:16:22+07:00,27.4,27.5,78.5,78.4,42.0,,
411,2025-11-25 07:18:28+07:00,27.4,27.5,78.6,78.60001,42.0,,
412,2025-11-25 07:22:44+07:00,27.5,27.6,78.5,78.4,42.0,,
413,2025-11-25 07:24:50+07:00,27.5,27.6,78.4,78.3,42.0,,
414,2025-11-25 07:29:05+07:00,27.5,27.6,78.3,78.2,42.0,,
415,2025-11-25 07:31:12+07:00,27.5,27.6,78.4,78.2,42.0,,
416,2025-11-25 07:33:19+07:00,27.5,27.6,78.4,78.2,42.0,,
417,2025-11-25 07:35:28+07:00,27.5,27.7,78.3,78.10001,42.0,,
418,2025-11-25 07:37:35+07:00,27.6,27.7,78.2,78.0,42.0,,
419,2025-11-25 07:39:44+07:00,27.6,27.7,78.2,78.0,42.0,,
420,2025-11-25 07:41:51+07:00,27.6,27.7,78.2,78.0,42.0,,
421,2025-11-25 07:46:10+07:00,27.6,27.8,78.1,77.9,42.0,,
422,2025-11-25 07:48:17+07:00,27.7,27.8,78.1,77.9,42.0,,
423,2025-11-25 07:50:24+07:00,27.7,27.8,78.1,77.9,41.0,,
424,2025-11-25 07:52:30+07:00,27.7,27.8,78.1,77.9,42.0,,
425,2025-11-25 07:54:37+07:00,27.7,27.9,78.1,77.9,42.0,,
426,2025-11-25 07:56:43+07:00,27.7,27.9,78.1,77.9,42.0,,
427,2025-11-25 07:58:50+07:00,27.8,27.9,78.1,77.8,42.0,,
428,2025-11-25 08:00:56+07:00,27.8,27.9,78.1,77.8,42.0,,
429,2025-11-25 08:03:04+07:00,27.8,27.9,78.0,77.8,42.0,,
430,2025-11-25 08:05:10+07:00,27.8,28.0,78.0,77.8,42.0,,
431,2025-11-25 08:07:19+07:00,27.8,28.0,77.9,77.7,41.0,,
432,2025-11-25 08:09:26+07:00,27.8,28.0,77.9,77.60001,42.0,,
433,2025-11-25 08:11:32+07:00,27.9,28.0,77.8,77.5,41.0,,
434,2025-11-25 08:13:39+07:00,27.9,28.0,77.7,77.5,42.0,,
435,2025-11-25 08:15:46+07:00,27.9,28.0,77.7,77.4,41.0,,
436,2025-11-25 08:17:52+07:00,27.9,28.1,77.7,77.4,41.0,,
437,2025-11-25 08:19:59+07:00,27.9,28.1,77.7,77.3,41.0,,
438,2025-11-25 08:22:06+07:00,27.9,28.1,77.6,77.3,41.0,,
439,2025-11-25 08:24:12+07:00,28.0,28.1,77.6,77.3,41.0,,
440,2025-11-25 08:28:30+07:00,28.0,28.1,77.5,77.10001,42.0,,
441,2025-11-25 08:30:39+07:00,28.0,28.1,77.4,77.10001,41.0,,
442,2025-11-25 08:32:45+07:00,28.0,28.2,77.4,77.10001,41.0,,
443,2025-11-25 08:34:52+07:00,28.0,28.2,77.3,77.0,41.0,,
444,2025-11-25 08:37:01+07:00,28.1,28.2,77.3,77.0,42.0,,
445,2025-11-25 08:39:09+07:00,28.1,28.2,77.3,76.9,41.0,,
446,2025-11-25 08:41:15+07:00,28.1,28.2,77.2,76.9,41.0,,
447,2025-11-25 08:43:25+07:00,28.1,28.3,77.2,76.8,41.0,,
448,2025-11-25 08:45:31+07:00,28.1,28.3,77.1,76.7,41.0,,
449,2025-11-25 08:47:41+07:00,28.1,28.3,77.0,76.7,41.0,,
450,2025-11-25 08:49:51+07:00,28.2,28.3,77.0,76.60001,41.0,,
451,2025-11-25 08:51:57+07:00,28.2,28.3,76.9,76.5,41.0,,
452,2025-11-25 08:54:04+07:00,28.2,28.3,76.8,76.4,41.0,,
453,2025-11-25 08:56:10+07:00,28.2,28.4,76.8,76.4,41.0,,
454,2025-11-25 08:58:17+07:00,28.2,28.4,76.7,76.4,41.0,,
455,2025-11-25 09:00:23+07:00,28.3,28.4,76.7,76.3,41.0,,
456,2025-11-25 09:02:30+07:00,28.3,28.4,76.6,76.2,41.0,,
457,2025-11-25 09:04:36+07:00,28.3,28.4,76.6,76.2,42.0,,
458,2025-11-25 09:06:43+07:00,28.3,28.5,76.5,76.10001,41.0,,
459,2025-11-25 09:08:49+07:00,28.3,28.5,76.5,76.0,41.0,,
460,2025-11-25 09:10:56+07:00,28.4,28.5,76.4,76.0,41.0,,
461,2025-11-25 09:13:02+07:00,28.4,28.5,76.4,75.9,41.0,,
462,2025-11-25 09:15:08+07:00,28.4,28.5,76.3,75.8,41.0,,
463,2025-11-25 09:17:15+07:00,28.4,28.6,76.2,75.7,41.0,,
464,2025-11-25 09:19:21+07:00,28.4,28.6,76.2,75.7,41.0,,
465,2025-11-25 09:21:28+07:00,28.5,28.6,76.0,75.60001,41.0,,
466,2025-11-25 09:23:35+07:00,28.5,28.6,76.0,75.5,41.0,,
467,2025-11-25 09:25:51+07:00,28.5,28.6,76.0,75.5,42.0,,
468,2025-11-25 09:27:58+07:00,28.5,28.7,75.9,75.4,41.0,,
469,2025-11-25 09:30:04+07:00,28.5,28.7,75.7,75.2,41.0,,
470,2025-11-25 09:32:11+07:00,28.6,28.7,75.6,75.10001,41.0,,
471,2025-11-25 09:34:17+07:00,28.6,28.7,75.6,75.0,41.0,,
472,2025-11-25 09:36:24+07:00,28.6,28.7,75.5,75.0,41.0,,
473,2025-11-25 09:38:34+07:00,28.6,28.7,75.5,75.0,41.0,,
474,2025-11-25 09:40:43+07:00,28.6,28.8,75.5,74.9,41.0,,
475,2025-11-25 09:42:49+07:00,28.7,28.8,75.5,75.0,41.0,,
476,2025-11-25 09:44:56+07:00,28.7,28.8,75.5,74.9,41.0,,
477,2025-11-25 09:47:02+07:00,28.7,28.8,75.4,74.9,41.0,,
478,2025-11-25 09:49:09+07:00,28.7,28.8,75.3,74.8,41.0,,
479,2025-11-25 09:51:16+07:00,28.7,28.8,75.2,74.7,41.0,,
480,2025-11-25 09:53:22+07:00,28.7,28.8,75.2,74.7,41.0,,
481,2025-11-25 09:55:30+07:00,28.7,28.9,75.2,74.7,41.0,,
482,2025-11-25 09:57:36+07:00,28.7,28.9,75.2,74.7,41.0,,
483,2025-11-25 09:59:43+07:00,28.8,28.9,74.7,74.10001,41.0,,
484,2025-11-25 10:01:50+07:00,28.8,28.9,74.8,74.3,41.0,,
485,2025-11-25 10:03:57+07:00,28.8,28.9,74.8,74.2,41.0,,
486,2025-11-25 10:06:04+07:00,28.8,29.0,74.8,74.2,41.0,,
487,2025-11-25 10:08:10+07:00,28.8,29.0,74.7,74.10001,41.0,,
488,2025-11-25 10:10:17+07:00,28.9,29.0,74.7,74.10001,41.0,,
489,2025-11-25 10:12:24+07:00,28.9,29.0,74.5,73.9,41.0,,
490,2025-11-25 10:14:30+07:00,28.9,29.0,73.6,72.9,41.0,,
491,2025-11-25 10:16:37+07:00,28.7,28.7,71.5,70.9,41.0,,
492,2025-11-25 10:18:44+07:00,28.4,28.3,68.9,68.60001,41.0,,
493,2025-11-25 10:20:50+07:00,28.3,28.1,66.9,66.60001,41.0,,
494,2025-11-25 10:22:57+07:00,28.1,27.8,64.8,64.7,41.0,,
495,2025-11-25 10:25:03+07:00,27.9,27.6,63.1,63.0,42.0,,
496,2025-11-25 10:27:09+07:00,27.8,27.5,61.7,61.6,41.0,,
497,2025-11-25 10:29:19+07:00,27.7,27.4,60.2,60.1,41.0,,
498,2025-11-25 10:31:26+07:00,27.6,27.3,58.8,58.6,41.0,,
499,2025-11-25 10:33:32+07:00,27.6,27.2,57.5,57.1,41.0,,
500,2025-11-25 10:35:40+07:00,27.5,27.2,56.7,56.6,41.0,,
501,2025-11-25 10:37:46+07:00,27.5,27.2,55.7,55.3,41.0,,
502,2025-11-25 10:39:53+07:00,27.6,27.4,56.4,55.9,41.0,,
503,2025-11-25 10:44:10+07:00,27.9,27.9,56.3,55.2,41.0,,
504,2025-11-25 10:46:20+07:00,28.1,28.1,56.9,56.0,41.0,,
505,2025-11-25 10:50:41+07:00,28.3,28.4,57.4,56.2,41.0,,
506,2025-11-25 10:52:50+07:00,28.4,28.5,57.0,55.4,41.0,,
507,2025-11-25 10:54:56+07:00,28.5,28.6,56.9,55.5,41.0,,
508,2025-11-25 10:57:03+07:00,28.6,28.7,58.2,56.5,41.0,,
509,2025-11-25 10:59:13+07:00,28.6,28.8,57.7,55.4,41.0,,
510,2025-11-25 11:03:30+07:00,28.7,28.9,59.8,57.3,41.0,,
511,2025-11-25 11:05:40+07:00,28.7,28.9,60.2,58.7,41.0,,
512,2025-11-25 11:07:50+07:00,28.8,28.9,62.9,61.3,41.0,,
513,2025-11-25 11:09:59+07:00,28.8,29.0,62.7,61.0,41.0,,
514,2025-11-25 11:12:09+07:00,28.8,29.0,62.4,60.0,41.0,,
515,2025-11-25 11:14:15+07:00,28.9,29.0,63.6,62.4,41.0,,
516,2025-11-25 11:16:25+07:00,28.9,29.0,63.9,62.6,41.0,,
517,2025-11-25 11:18:34+07:00,29.0,29.1,65.3,64.3,41.0,,
518,2025-11-25 11:20:40+07:00,29.0,29.1,65.5,64.4,41.0,,
519,2025-11-25 11:22:48+07:00,29.0,29.1,65.1,64.0,41.0,,
520,2025-11-25 11:24:56+07:00,29.0,29.1,65.0,63.7,41.0,,
521,2025-11-25 11:27:04+07:00,29.3,29.3,64.3,63.3,41.0,,
522,2025-11-25 11:29:11+07:00,29.3,29.3,64.5,63.7,41.0,,
523,2025-11-25 11:31:18+07:00,29.2,29.2,65.8,64.8,41.0,,
524,2025-11-25 11:33:25+07:00,29.2,29.2,65.9,65.0,41.0,,
525,2025-11-25 11:37:43+07:00,29.2,29.2,66.4,65.4,41.0,,
526,2025-11-25 11:39:52+07:00,29.2,29.2,66.3,65.5,41.0,,
527,2025-11-25 11:41:59+07:00,29.2,29.2,66.2,65.3,41.0,,
528,2025-11-25 11:44:06+07:00,29.2,29.2,65.6,64.9,41.0,,
529,2025-11-25 11:46:12+07:00,29.3,29.2,65.5,64.8,41.0,,
530,2025-11-25 11:48:18+07:00,29.3,29.3,65.5,64.7,41.0,,
531,2025-11-25 11:50:25+07:00,29.3,29.3,65.5,64.8,41.0,,
532,2025-11-25 11:52:31+07:00,29.3,29.3,66.2,65.3,41.0,,
533,2025-11-25 11:54:38+07:00,29.4,29.3,65.9,65.3,41.0,,
534,2025-11-25 11:56:44+07:00,29.4,29.4,66.4,65.5,41.0,,
535,2025-11-25 11:58:50+07:00,29.4,29.4,66.0,65.4,41.0,,
536,2025-11-25 12:00:57+07:00,29.5,29.4,66.1,65.4,41.0,,
537,2025-11-25 12:03:03+07:00,29.4,29.4,66.9,66.0,41.0,,
538,2025-11-25 12:05:10+07:00,29.5,29.4,66.5,65.8,41.0,,
539,2025-11-25 12:07:18+07:00,29.5,29.5,66.9,66.10001,41.0,,
540,2025-11-25 12:09:25+07:00,29.5,29.5,66.1,65.4,41.0,,
541,2025-11-25 12:11:34+07:00,29.5,29.5,66.2,65.4,41.0,,
542,2025-11-25 12:13:41+07:00,29.5,29.5,66.5,65.7,41.0,,
543,2025-11-25 12:15:48+07:00,29.2,29.3,65.5,64.3,41.0,,
544,2025-11-25 12:17:54+07:00,28.7,28.9,64.2,62.7,41.0,,
545,2025-11-25 12:20:01+07:00,28.4,28.7,62.8,60.9,41.0,,
546,2025-11-25 12:22:08+07:00,28.2,28.5,61.5,59.3,41.0,,
547,2025-11-25 12:24:18+07:00,27.9,28.4,60.3,57.8,41.0,,
548,2025-11-25 12:26:25+07:00,27.8,28.2,59.1,56.5,41.0,,
549,2025-11-25 12:28:31+07:00,27.6,28.2,58.1,55.3,41.0,,
550,2025-11-25 12:30:41+07:00,27.5,28.1,57.2,54.3,41.0,,
551,2025-11-25 12:32:48+07:00,27.4,28.0,55.7,52.7,41.0,,
552,2025-11-25 12:34:55+07:00,27.2,27.8,54.9,51.7,41.0,,
553,2025-11-25 12:37:02+07:00,27.2,27.8,53.7,50.6,41.0,,
554,2025-11-25 12:41:20+07:00,27.0,27.6,52.2,49.0,41.0,,
555,2025-11-25 12:43:37+07:00,26.9,27.5,51.3,48.1,41.0,,
556,2025-11-25 12:45:43+07:00,26.8,27.4,50.4,47.0,41.0,,
557,2025-11-25 12:47:50+07:00,26.8,27.4,50.0,46.6,41.0,,
558,2025-11-25 12:49:56+07:00,26.6,27.3,49.4,45.9,41.0,,
559,2025-11-25 12:52:03+07:00,26.6,27.2,48.8,45.3,41.0,,
560,2025-11-25 12:54:12+07:00,26.6,27.2,48.5,44.9,41.0,,
561,2025-11-25 12:56:19+07:00,26.7,27.2,48.0,44.5,41.0,,
562,2025-11-25 12:58:26+07:00,26.6,27.1,47.5,44.0,41.0,,
563,2025-11-25 13:00:32+07:00,26.6,27.1,46.9,43.3,41.0,,
564,2025-11-25 13:02:39+07:00,26.4,27.1,46.6,43.0,41.0,,
565,2025-11-25 13:06:57+07:00,26.5,27.0,45.8,42.1,41.0,,
566,2025-11-25 13:11:16+07:00,26.3,26.9,45.1,41.4,41.0,,
567,2025-11-25 13:13:23+07:00,26.3,26.9,44.9,41.1,41.0,,
568,2025-11-25 13:15:29+07:00,26.3,26.9,44.8,41.0,41.0,,
569,2025-11-25 13:17:43+07:00,26.2,26.8,44.3,40.5,41.0,,
570,2025-11-25 13:19:52+07:00,26.2,26.8,44.1,40.3,41.0,,
571,2025-11-25 13:21:58+07:00,26.2,26.7,43.9,40.3,41.0,,
572,2025-11-25 13:24:07+07:00,26.1,26.7,43.9,40.1,41.0,,
573,2025-11-25 13:26:13+07:00,26.1,26.7,43.7,39.9,41.0,,
574,2025-11-25 13:28:20+07:00,26.1,26.7,43.2,39.4,41.0,,
575,2025-11-25 13:30:26+07:00,26.1,26.6,42.9,39.0,41.0,,
576,2025-11-25 13:32:33+07:00,26.1,26.7,42.7,38.8,41.0,,
577,2025-11-25 13:34:39+07:00,26.0,26.6,42.4,38.5,41.0,,
578,2025-11-25 13:36:46+07:00,26.1,26.6,42.2,38.3,41.0,,
579,2025-11-25 13:38:52+07:00,26.0,26.6,41.9,38.0,41.0,,
580,2025-11-25 13:41:01+07:00,26.0,26.6,41.7,37.7,41.0,,
581,2025-11-25 13:45:18+07:00,26.0,26.5,41.2,37.3,41.0,,
582,2025-11-25 13:47:25+07:00,26.0,26.5,41.0,37.1,41.0,,
583,2025-11-25 13:49:31+07:00,26.0,26.5,40.7,36.9,41.0,,
584,2025-11-25 13:51:38+07:00,25.9,26.4,41.2,37.3,41.0,,
585,2025-11-25 13:58:03+07:00,26.9,27.2,43.6,40.4,41.0,,
586,2025-11-25 14:00:10+07:00,27.2,27.3,45.1,41.7,41.0,,
587,2025-11-25 14:02:16+07:00,27.4,27.5,44.3,41.3,41.0,,
588,2025-11-25 14:04:25+07:00,27.5,27.6,43.7,40.8,41.0,,
589,2025-11-25 14:06:32+07:00,27.7,27.7,43.9,41.2,41.0,,
590,2025-11-25 14:08:41+07:00,27.9,27.8,43.6,41.0,41.0,,
591,2025-11-25 14:10:48+07:00,28.0,27.9,44.2,41.7,41.0,,
592,2025-11-25 14:13:02+07:00,28.0,28.0,47.9,45.2,41.0,,
593,2025-11-25 14:15:09+07:00,28.1,28.1,47.6,44.9,41.0,,
594,2025-11-25 14:17:15+07:00,28.2,28.1,51.6,49.0,41.0,,
595,2025-11-25 14:21:30+07:00,28.3,28.2,49.8,47.5,41.0,,
596,2025-11-25 14:23:37+07:00,28.4,28.3,49.9,47.7,41.0,,
597,2025-11-25 14:25:43+07:00,28.4,28.4,49.7,47.5,41.0,,
598,2025-11-25 14:27:50+07:00,28.5,28.4,51.3,49.1,41.0,,
599,2025-11-25 14:29:57+07:00,28.6,28.5,52.6,50.5,41.0,,
600,2025-11-25 14:32:03+07:00,28.6,28.5,53.3,51.2,41.0,,
601,2025-11-25 14:34:12+07:00,28.7,28.6,53.9,51.8,41.0,,
602,2025-11-25 14:36:19+07:00,28.7,28.6,53.4,51.6,41.0,,
603,2025-11-25 14:38:26+07:00,28.8,28.7,52.0,50.3,41.0,,
604,2025-11-25 14:40:32+07:00,28.9,28.8,52.1,50.3,41.0,,
605,2025-11-25 14:42:39+07:00,29.0,28.8,52.3,50.5,41.0,,
606,2025-11-25 14:44:46+07:00,29.0,28.9,54.7,52.6,41.0,,
607,2025-11-25 14:46:55+07:00,29.1,29.0,55.5,53.8,41.0,,
608,2025-11-25 14:49:02+07:00,29.1,29.0,55.0,53.3,41.0,,
609,2025-11-25 14:51:09+07:00,29.2,29.0,56.8,55.0,41.0,,
610,2025-11-25 14:53:15+07:00,29.2,29.1,54.9,53.5,41.0,,
611,2025-11-25 14:55:22+07:00,29.3,29.2,57.4,55.7,41.0,,
612,2025-11-25 14:57:28+07:00,29.3,29.2,56.6,55.2,41.0,,
613,2025-11-25 14:59:35+07:00,29.4,29.3,56.0,54.4,41.0,,
614,2025-11-25 15:01:41+07:00,29.4,29.3,57.3,55.7,41.0,,
615,2025-11-25 15:03:48+07:00,29.5,29.3,57.0,55.5,41.0,,
616,2025-11-25 15:05:55+07:00,29.5,29.4,57.1,55.5,41.0,,
617,2025-11-25 15:08:02+07:00,29.5,29.4,57.0,55.5,41.0,,
618,2025-11-25 15:10:11+07:00,29.6,29.5,56.1,54.8,41.0,,
619,2025-11-25 15:12:18+07:00,29.7,29.5,55.8,54.2,41.0,,
620,2025-11-25 15:14:25+07:00,29.7,29.6,56.8,55.4,41.0,,
621,2025-11-25 15:16:31+07:00,29.7,29.6,57.5,56.0,41.0,,
622,2025-11-25 15:18:38+07:00,29.8,29.7,57.3,55.9,41.0,,
623,2025-11-25 15:20:45+07:00,29.8,29.7,58.0,56.7,41.0,,
624,2025-11-25 15:22:54+07:00,29.8,29.7,58.5,57.1,41.0,,
625,2025-11-25 15:25:01+07:00,29.8,29.7,58.0,56.5,41.0,,
626,2025-11-25 15:27:07+07:00,29.8,29.7,57.4,56.0,41.0,,
627,2025-11-25 15:29:16+07:00,29.9,29.8,57.1,55.7,41.0,,
628,2025-11-25 15:31:23+07:00,29.9,29.8,57.6,56.2,41.0,,
629,2025-11-25 15:33:30+07:00,29.9,29.8,57.7,56.2,41.0,,
630,2025-11-25 15:35:38+07:00,29.9,29.8,58.3,57.0,41.0,,
631,2025-11-25 15:37:45+07:00,29.9,29.8,58.5,57.0,41.0,,
632,2025-11-25 15:39:55+07:00,29.9,29.8,58.7,57.3,41.0,,
633,2025-11-25 15:42:02+07:00,29.9,29.9,58.9,57.5,41.0,,
634,2025-11-25 15:44:09+07:00,29.9,29.8,58.4,57.1,41.0,,
635,2025-11-25 15:46:16+07:00,29.9,29.8,59.2,57.9,41.0,,
636,2025-11-25 15:48:22+07:00,29.9,29.9,60.0,58.5,41.0,,
637,2025-11-25 15:50:32+07:00,29.9,29.9,60.0,58.6,41.0,,
638,2025-11-25 15:52:47+07:00,29.9,29.9,59.6,58.2,41.0,,
639,2025-11-25 15:57:19+07:00,29.8,29.8,61.0,59.4,41.0,,
640,2025-11-25 15:59:26+07:00,29.9,29.8,61.1,59.6,41.0,,
641,2025-11-25 16:01:33+07:00,29.8,29.8,61.3,59.7,41.0,,
642,2025-11-25 16:03:40+07:00,29.8,29.8,61.3,59.8,41.0,,
643,2025-11-25 16:05:46+07:00,29.8,29.8,61.4,59.9,41.0,,
644,2025-11-25 16:07:57+07:00,29.8,29.8,61.3,59.9,41.0,,
645,2025-11-25 16:10:03+07:00,29.8,29.8,61.8,60.3,41.0,,
